#ANYPPTO,CODFUNCION,CODECOPART,NOMPARTIDA,Inicial,Actual,O
2018.0,130,22706,SERV.  APOYO TRAMIT. PROC. JUDICIALES,1700.0,1700.0,0.0
2018.0,130,22799,SERVICIO DE DETECCION DE NARCOTICOS CON PERROS,6050.0,6050.0,0.0
2018.0,130,62301,"ADQUISICION DE APARATO ""DROGOTEST""",6000.0,6000.0,0.0
2018.0,130,62900,OTRAS INVERSIONES GRALES. POLICIA LOCAL,1000.0,3911.93,3911.93
2018.0,133,21300,"ORDENACION DEL TRAFICO, SEÑALIZACION, SEMAFOROS",40000.0,40000.0,29129.01
2018.0,133,22701,RETIRADA VEHICULOS DE LA VIA PUBLICA,42350.0,42350.0,40401.02
2018.0,133,62900,BALIZAS SOLARES Y OTRAS SEÑALIZACIONES,6000.0,6000.0,0.0
2018.0,134,21200,MTO. PARKING MUNICIPAL,15000.0,14555.93,1050.56
2018.0,134,22199,SUMINISTROS DIVERSOS P.I.T.,2000.0,2000.0,1735.45
2018.0,134,22300,SERVICIO AUTOBUS ALUMNOS P.I.T.,7000.0,7000.0,5711.2
2018.0,134,22609,CELEBRACION 50 ANIVERSARIO P.I.T.,6000.0,3525.55,8419.02
2018.0,134,22699,OTR. GASTOS DIV. P.I.T.- CONCURSO EDUAC. VIAL,2500.0,2500.0,1013.11
2018.0,134,22702,CTO.  GESTION PARKING MUNICIPAL,46464.0,46464.0,41593.75
2018.0,134,60900,APARCAMIENTO BICIS Y MOTOS EN ZONAS COMERCIALES,4830.3,19834.3,18779.2
2018.0,134,60901,INVERSIONES EN PARQUE INFANTIL DE TRAFICO,0.0,2474.45,2474.45
2018.0,134,62600,OTRAS INVERSIONES EN PARKING MUNICIPAL,0.0,444.07,444.07
2018.0,135,21200,MANTENIMIENTO EDIFICIO PROTECCION CIVIL,0.0,0.0,0.0
2018.0,135,21300,MATERIAL TECNICO PROTEC. CIVL,1810.0,1810.0,1750.78
2018.0,135,21400,MTO. VEHICULOS PROT. CIVIL,3200.0,3200.0,2490.65
2018.0,135,22103,COMBUSTIBLE VEHICULOS PROT. CIVIL,1518.1,1518.1,212.48
2018.0,135,22104,VESTUARIO PROTEC. CIVIL,2000.0,2000.0,0.0
2018.0,135,22105,CATERING PARA VOLUNTARIOS EN SERVICIO,0.0,0.0,146.85
2018.0,135,22601,ATENCIONES PROTOCOLARIAS PROTECC. CIVIL,3700.0,3700.0,2716.94
2018.0,135,22606,CURSOS Y FORMACION PROTEC. CIVIL,2000.0,2000.0,0.0
2018.0,135,22609,PLANES ACTUACION PROTEC. CIVIL,2500.0,2500.0,1238.75
2018.0,135,48000,SORTEO PROTECCION CIVIL,300.0,300.0,0.0
2018.0,135,62500,INVERSIONES PROTEC. CIVIL,1000.0,1000.0,0.0
2018.0,136,46700,CONSORCIO EXTINCION DE INCENDIOS,230788.81,230788.81,230788.81
2018.0,150,12000,RETRIBUCIONES BASICAS URBANISMO-A1,53821.86,46821.86,46192.31
2018.0,150,12001,RETRIBUCIONES BASICAS URBANISMO-A2,121253.45,121253.45,111026.29
2018.0,150,12003,RETRIBUCIONES BASICAS URBANISMO-C1,62655.66,62655.66,74516.33
2018.0,150,12004,RETRIBUCIONES URBANISMO-C2,33922.18,33922.18,13553.97
2018.0,150,12100,COMPLEMENTO DESTINO URBANISMO,166762.82,125682.82,111034.34
2018.0,150,12101,COMPLEMENTO ESPECIFICO URBANISMO,219823.05,189823.05,136315.55
2018.0,150,13100,PERS. LABORAL TEMPORAL URBANISMO,11081.83,11081.83,5959.83
2018.0,150,15000,PRODUCTIVIDAD FUNCIONARIOS URBANISMO,24683.96,24683.96,11056.5
2018.0,150,15001,PRODUCTIVIDAD LABORALES URBANISMO,415.57,415.57,0.0
2018.0,150,15100,GRATIFICACIONES PERSONAL URBANISMO,0.0,0.0,0.0
2018.0,150,16000,SEGURIDAD SOCIAL FUNCIONARIOS URBANISMO,167965.68,167965.68,129500.91
2018.0,150,16001,SEGURIDAD SOCIAL PERS. LABORAL URBANISMO,3557.27,3557.27,1554.81
2018.0,1510,21000,"MTO. CONSERV. ESP. PUBL., INFRAESTR. Y ACCESIBILID",50000.0,48996.0,14377.27
2018.0,1510,21200,CUOTA MTO. EDIFICIOS Y OTR. INSTALACIONES,6000.0,6000.0,2952.32
2018.0,1510,21300,MTO. MAQUINARIA URBANISMO,500.0,500.0,352.11
2018.0,1510,21400,MANTENIMIENTO VEHICULOS OFICINA TECNICA,2000.0,2000.0,1452.66
2018.0,1510,22000,SUMINISTRO CARTELERIA LICENC. OBRAS Y CALLES,9000.0,9000.0,3227.07
2018.0,1510,22103,COMBUSTIBLE VEHICULOS URBANISMO,4000.0,4000.0,1164.12
2018.0,1510,22111,MATERIAL TECNICO Y ESPECIAL OFICINA TECNICA,3000.0,3000.0,0.0
2018.0,1510,22500,TASAS TRAMITAC. EXPEDIENTES Y OTR. URBANISMO,2000.0,2000.0,746.54
2018.0,1510,22601,ATENCIONES PROTOCOLARIAS URBANISMO,500.0,500.0,0.0
2018.0,1510,22602,PUBLICACIONES Y PUBLICIDAD URBANISMO,4500.0,4500.0,4235.27
2018.0,1510,22609,INFRAESTRUCTURAS DIVERSOS EVENTOS,1000.0,1000.0,0.0
2018.0,1510,22699,"GASTOS DIVERSOS Y PODAS, FUMIGACIONES..",11500.0,29226.5,20309.85
2018.0,1510,22701,DEMOLICION DE EDIFICIOS,1000.0,1000.0,1132.5
2018.0,1510,22702,TRABAJOS TECNICOS DE PROFESIONALES,8000.0,8000.0,0.0
2018.0,1510,22706,"PROYECTOS, ESTUDIOS, TRAB. TEC. Y COMISION AGUA",170000.0,175953.2,77043.5
2018.0,1510,22799,PROYECTOS OBRAS DE EJECUCION SUBSIDIARIA,3000.0,3000.0,0.0
2018.0,1510,24001,"CARTELERIA, MUPIS, ROLL-UP Y OTROS",200.0,200.0,0.0
2018.0,1510,48000,CONVENIO COLABOR.  ENTIDAD URBANISTICA,12000.0,12000.0,12000.0
2018.0,1510,60000,OBRAS DE EJECUCION SUBSIDIARIA,1.0,2686.6,2685.6
2018.0,1510,60900,ADECUAC. BARRIO LOS DOLORES-BORDE PRAICO,0.0,1399834.35,83893.64
2018.0,1510,60901,EJECUCIONES SUBSIDIARIAS 2017 (B.M.N.),0.0,1783647.49,744518.61
2018.0,1510,60902,PRESUPUESTOS PARTICIPATIVOS,0.0,14706.51,14036.86
2018.0,1510,60903,EJECUCIONES SUBSIDIARIAS 2018 (B.M.N.),0.0,219215.77,10061.91
2018.0,1510,62900,POS 2017. PLATAFORMA UNICA C/ PARRICAS,0.0,458707.36,365213.25
2018.0,1511,20300,ALQUILER MAQUIN. Y OTR. CONCURSO GRAFITIS,3500.0,3500.0,902.37
2018.0,1511,22602,"CHARLAS DIVULGAT., CIVISMO, PAISAJE URBANO...",18000.0,18000.0,2109.04
2018.0,1511,22699,GASTOS DIVERSOS CALIDAD URBANA,4250.0,4250.0,10131.94
2018.0,1511,22706,CTO. REALIZACION GRATITIS EN JARDINES,5000.0,5000.0,4422.55
2018.0,1511,48000,PREMIOS CONCURSO MURAL/GRAFITI EN ESPACIOS PUBL.,4500.0,4500.0,3832.0
2018.0,1511,62500,ACTUACIONES PARA CALIDAD URBANA,0.0,5982.54,5861.54
2018.0,1532,13102,RETRIB. PEONES AGRICOLAS CONS. COMAR. 2017,0.0,62038.41,64373.76
2018.0,1532,13108,RETRIB. PEONES AGRICOLAS CONS. COMAR. 2018,0.0,98496.0,49670.03
2018.0,1532,16003,SEG. SOC. PEONES AGRICOLAS CONS. COM. 2017,0.0,25232.51,24633.77
2018.0,1532,16004,SEG. SOC. PEONES AGRICOLAS CONS. COM. 2018,0.0,32257.44,11290.18
2018.0,1532,21000,MTO. VIAS PUBLICAS,54000.0,54000.0,52708.49
2018.0,1532,21001,MATERIALES CONSEJOS COMARCALES 2017,0.0,0.0,987.94
2018.0,1532,21002,"CONSERV. Y MTO. CTRAS. N-340, RM-515 Y RM-608",15000.0,15000.0,0.0
2018.0,1532,21004,MATERIALES CONSEJOS COMARCALES 2018,22600.0,22600.0,2800.58
2018.0,1532,22700,LIMPIEZA Y TRAT. FITOSANITARIO EN SOLARES,7500.0,7500.0,0.0
2018.0,1532,61900,PAVIM. AVDA. CARTAGENA Y OTR. POS 2018/2019,0.0,392345.0,0.0
2018.0,1532,62500,INVERSION EN ESPACION PUBLICOS,1000.0,1000.0,0.0
2018.0,160,22501,CANON SANEAMIENTO- ESAMUR,16000.0,16000.0,0.0
2018.0,160,22502,CANON CONTROL DE VERTIDOS- C.H.S.,3000.0,3000.0,1771.42
2018.0,161,22101,SUMINISTRO AGUA POTABLE,2380000.0,3413679.75,3413679.75
2018.0,161,60900,RENOVACION RED ABASTECIMIENTO,0.0,269482.79,269482.79
2018.0,161,60902,PTOS. PART. EVACUACION DE PLUVIALES EN EL BERRO,0.0,70000.0,0.0
2018.0,161,61900,INVERS. EN REDES ABASTECIM. Y SANEAMIENTO,1000.0,1000.0,0.0
2018.0,1621,22602,GASTOS IMPLANTAC. RECOGIDA ORGANICA,56749.96,35317.17,0.0
2018.0,1621,22700,RECOGIDA Y CONTROL ANIMALES VIA PUBLICA,16819.0,16819.0,7792.4
2018.0,1621,22701,RECOGIDA Y RETIRADA DE ENSERES DE LA V.P.,17820.0,17820.0,15774.0
2018.0,1621,22702,CONTROL DE LA AVIFAUNA,4416.6,4416.6,4065.6
2018.0,1621,22703,R.R.S.U. - FOMENTO,1087778.47,1087778.47,1072019.75
2018.0,1621,62400,VEHICULO PARA IMPLANTAC. RECOGIDA ORGANICA,34500.0,34500.0,0.0
2018.0,1621,62500,CONTENEDORES IMPLANTAC. RECOGIDA ORGANICA,90750.04,90750.04,0.0
2018.0,1621,62900,INVERSIONES EN RECOGIDAS Y GESTION,100.0,100.0,0.0
2018.0,1622,22699,ELIMINAC. LIMPIEZA Y REGENERAC. VERTEDEROS,15000.0,15000.0,0.0
2018.0,1622,22701,GESTION DE R.S.U. - FOMENTO,296348.5,296348.5,289674.78
2018.0,1622,22702,GESTION RESIDUOS SELECTIVOS Y ECOPARQUE-S.G.R.,20000.0,20000.0,13451.34
2018.0,1622,22703,RECOGIDA SELECTIVA RESIDUOS BIOSANITARIOS AGRICULT,600.0,600.0,220.0
2018.0,1622,22799,GESTION RESIDUOS VEGETALES EN FINCAS AMBIENTALES,3630.0,3630.0,0.0
2018.0,163,22700,SERVICIO LIMPIEZA VIARIA,770927.58,770927.58,721276.93
2018.0,163,62900,INVERSIONES EN LIMPIEZA VIARIA,100.0,100.0,0.0
2018.0,165,20300,INSTALACIONES ELECTRICAS ACTOS EVENTUALES,96000.0,117749.75,117996.61
2018.0,165,21300,MTO. ALUMBRADO GENERAL,40000.0,40000.0,49207.36
2018.0,165,21301,REP. ALUMBRADO PUBLICO POR ROBO Y VANDALISMO,10000.0,10000.0,3563.72
2018.0,165,22100,ENERGIA ELECTRICA ALUMBRADO PUBLICO,520000.0,520000.0,450231.54
2018.0,165,22501,TASAS ALUMBRADO PUBLICO,3500.0,3500.0,633.25
2018.0,165,60901,PARDOS 2016. MEJORA EFIC. ENERG. ALUM Bº S. PEDRO,0.0,240274.09,240274.09
2018.0,165,60902,POS 2017. MEJORA EFIC. ENERG. RBL. D. DIEGO,0.0,58400.0,58400.0
2018.0,165,60903,ALUMBRADO ILUMINACION CASTILLO,30000.0,1.81898940355e-12,0.0
2018.0,165,60904,PTOS. PART. ILUMINAC. VEREDA LOS SECANOS,0.0,29887.91,0.0
2018.0,165,61900,REPOSICION ALUMBRADO PUBLICO,0.0,20753.3,20573.3
2018.0,165,61901,MEJORA DE EFICIENCIA ENERGETICA,0.0,21522.62,0.0
2018.0,165,61903,MEJORA ALUMBRADO PUBLICO EN PEDANIAS,10000.0,23589.47,0.0
2018.0,170,12001,RETRIB. BASICAS M.AMBIENTE Y P.JARDINES-A2,20013.16,13.16,0.0
2018.0,170,12003,RETRIB. BASICAS M.AMBIENTE Y P.JARDINES-C1,27259.66,27259.66,31954.34
2018.0,170,12004,RETRIB. BASICAS M.AMBIENTE Y P.JARDINES-C2,31524.39,31524.39,13950.89
2018.0,170,12005,RETRIB. BASICAS M.AMBIENTE Y P.JARDINES-E,37024.92,37024.92,29426.07
2018.0,170,12100,COMPLEMENTO DESTINO M.AMBIENTE Y P.JARDINES,55637.41,40637.41,28523.77
2018.0,170,12101,COMPL. ESPECIFICO M.AMBIENTE Y P.JARDINES,84375.0,64375.0,42678.99
2018.0,170,13000,PERS. LABORAL FIJO M.AMBIENTE Y P.JARDINES,41175.43,41175.43,44032.76
2018.0,170,14300,FUNCIONARIOS INTERINOS PARQUES Y JARDINES,0.0,0.0,21356.99
2018.0,170,15000,PRODUCT. FUNCIONARIOS M.AMBIENTE Y P.JARDINES,9593.79,9593.79,10797.03
2018.0,170,15001,PRODUCTIV. LABORALES M.AMBIENTE Y P.JARDINES,1544.08,1544.08,8676.9
2018.0,170,15100,GRATIFICACIONES MEDIO AMB. Y PARQUES Y JARD,0.0,0.0,7330.01
2018.0,170,16000,SEG. SOCIAL FUNCIONAR. M.AMBIENTE Y P.JARDINES,72142.86,72142.86,45718.98
2018.0,170,16001,SEG. SOCIAL. LABORAL M.AMBIENTE Y P.JARDINES,15173.14,15173.14,25448.83
2018.0,1711,12001,RETRIBUCIONES BASICAS FUNCIONARIOS A2 T.E.,366.94,6739.71,6372.77
2018.0,1711,12100,COMPLEMENTO DESTINO FUNCIONARIOS T.E.,0.0,1841.16,1841.16
2018.0,1711,12101,COMPLEMENTO ESPECIFICO FUNCIONARIOS T.E.,0.0,2126.44,2126.44
2018.0,1711,13100,RETRIBUCIONES ALUMNOS T.E.,11067.84,32147.23,21079.39
2018.0,1711,15000,PRODUCTIVIDAD FUNCIONARIOS T.E.,1030.87,1030.87,0.0
2018.0,1711,16001,SEGURIDAD SOCIAL ALUMNOS T.E.,0.0,4616.84,6264.73
2018.0,1711,21000,MTO. GRAL. PARQUES,20000.0,20000.0,12584.11
2018.0,1711,21001,GESTION DE RESIDUOS VEGETALES EN PARQUES,4235.0,4235.0,1247.4
2018.0,1711,21002,TRABAJOS JARDINERIAS ZONAS VERDES-PARQUES,24775.4,8771.17,8314.64
2018.0,1711,21300,MTO. JUEGOS INFANTILES EN PARQUES,10000.0,10000.0,1052.58
2018.0,1711,22105,ALIMENTOS PARA PAJARERA DEL PARQUE LA CUBANA,200.0,200.0,251.81
2018.0,1711,22699,FUMIGACION Y PODAS EN PARQUES,10000.0,10000.0,8982.26
2018.0,1711,22706,ESTUDIOS Y TRABAJOS TEC. JUEGOS INFANT. PARQUES,526.35,526.35,0.0
2018.0,1711,22799,CTO. MANTENIM. Y LIMPIEZ EN PARQUES (S.T.V.),45276.63,45276.63,34882.43
2018.0,1711,61900,ADECUAC. NORMATIVA ZONA JUEGOS PARQUES,1000.0,49400.0,0.0
2018.0,1711,62500,OTRAS INVERSIONES EN PARQUES,10000.0,10000.0,0.0
2018.0,1712,21000,MTO. GRAL JARDINES,20000.0,20000.0,24075.98
2018.0,1712,21001,GESTION DE RESIDUOS VEGETALES JARDINES,16940.0,14540.0,534.6
2018.0,1712,21003,MANTENIMIENTO VIVERO MUNICIPAL,0.0,0.0,904.48
2018.0,1712,21300,MTO. JUEGOS INFANTILES EN JARDINES,10000.0,10000.0,0.0
2018.0,1712,22699,FUMIGACION Y PODAS EN JARDINES,10000.0,10000.0,1974.78
2018.0,1712,22706,ESTUDIOS TECNICOS Y PROYECTOS EN ZONAS VERDES,12000.0,12000.0,29484.31
2018.0,1712,22795,SERV. PROFESIONALES ING. TECNICO AGRICOLA,27778.54,27778.54,0.0
2018.0,1712,22798,CTO. MANTENIMIENTO JARDINES (S.T.V.),181106.54,181106.54,139529.5
2018.0,1712,22799,CTO. MANTENIMIENTO JARDINES (F.C.C.),78095.8,78095.8,115446.6
2018.0,1712,62300,INVERSIONES EN JARDINES Y PIPICAN,20000.0,20000.0,0.0
2018.0,1712,62301,PISTA MULTIDEPORTE ZONA JUEGOS INFANTIL. JARDINES,27163.87,27163.87,0.0
2018.0,1721,21300,MTO. PARQUE MOVIL BICIALHAMA,4000.0,4000.0,0.0
2018.0,1721,22602,CAMPAÑAS SENSIBIL. USO TRANSP. PUBLICO,1200.0,1200.0,0.0
2018.0,1721,22609,PROGRAMA BICIALHAMA EN FAMILIA,6000.0,6000.0,0.0
2018.0,1721,62400,PLAN DE MEJORA CALIDAD DEL AIRE,7000.0,7000.0,0.0
2018.0,1722,21000,MANTENIMIENTO Y SEÑALIZ. SENDAS,10000.0,10000.0,387.2
2018.0,1722,22100,ENERGIA ELECTRICA EDIFICIOS MED. AMBIENTE,1600.0,1600.0,1392.15
2018.0,1722,22300,TRANSPORTE PARA REALIZAC. ACTIV. MED. AMBIENTE,500.0,500.0,778.0
2018.0,1722,22400,SEGUROS CONCEJALIA MED. AMBIENTE,1000.0,1000.0,312.94
2018.0,1722,22601,ATENCIONES PROTOCOLARIAS CONC. MEDIO AMBIENTE,900.0,900.0,248.69
2018.0,1722,22602,CAMPAÑAS INFORMATIVAS MED. AMBIENTE,500.0,500.0,0.0
2018.0,1722,22606,ACTIV. SENSIBILIZAC. Y CONCIENCIACION AMBIENTAL,1000.0,1000.0,0.0
2018.0,1722,22609,"SENDALHAMA, SENDERISMO INTERPRETATIVO",6000.0,6000.0,3110.22
2018.0,1722,22703,CATALOGO DE ARBOLES Y ARBOLEDAS,1500.0,1500.0,0.0
2018.0,1722,22706,ACTUAC. PARCELAS MPALES. INTERES NATURAL,2000.0,2000.0,21387.24
2018.0,1722,22799,MTO. HUERTOS ECOLOGICOS FAMILIARES,10000.0,10000.0,4438.05
2018.0,1722,24000,EDICIONES Y DIVULGACION MED. AMBIENTAL,9000.0,9000.0,2643.85
2018.0,1722,48000,SUBVENCIONES ACTIVIDADES MEDIOAMBIENTALES,7000.0,7000.0,2171.1
2018.0,1722,48001,"CONV. ACCIONES MALVASIA ""MELES""",2000.0,2000.0,2000.0
2018.0,1722,48002,"CONV. HUERTOS ECOLOG. FAM. ""LA ALMAJARA""",3510.0,3510.0,3510.0
2018.0,1722,48003,"CONV. ACCION EN PARCELAS ALCANARA ""ACUDE""",2000.0,2000.0,2000.0
2018.0,1722,48004,"CONV. RESTAURAC. CASA EL CHARCO ""LA COSTERA""",15000.0,15000.0,15000.0
2018.0,1722,62101,CREACION SENDEROS ECOTURISTICOS,2000.0,2000.0,0.0
2018.0,1722,62300,NUEVAS INSTALAC. ENERGIAS RENOVABLES,10000.0,10000.0,0.0
2018.0,1722,62301,INSTALACION CAJAS NIDO PARA MURCIELAGOS,3000.0,3000.0,0.0
2018.0,1722,62304,PROYECTO MEDEEA,9000.0,9000.0,0.0
2018.0,221,10000,ACCIDENTE Y COMPLEM. ACCIDENTE CORPORACION,0.0,0.0,1323.33
2018.0,221,12001,ACCIDENTE Y COMPLEM. ACCIDENTE A-2,0.0,0.0,11351.33
2018.0,221,12003,ACCIDENTE Y COMPLEM. ACCIDENTE C-1,0.0,0.0,42788.53
2018.0,221,12004,ACCIDENTE Y COMPLEM. ACCIDENTE C-2,0.0,0.0,10347.52
2018.0,221,12005,ACCIDENTE Y COMPLEM. ACCIDENTE E,0.0,0.0,21606.8
2018.0,221,12700,PLAN DE PENSIONES,21797.26,21797.26,21104.85
2018.0,221,13100,ACCIDENTE Y COMPLEM. LABORAL TEMPORAL,0.0,0.0,3952.72
2018.0,221,14300,ACCIDENTE Y COMPLEM. FUNCIONARIO INTERINO,0.0,0.0,1273.3
2018.0,221,16009,ACCIDENTE Y COMPLEMENTO ACCIDENTE,30000.0,205000.0,114683.67
2018.0,221,16104,INDEMNIZACION POR JUBILACION,16811.7,16811.7,41853.14
2018.0,221,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,15025.3,15025.3,9703.71
2018.0,221,16204,ACCION SOCIAL,20000.0,20000.0,19952.89
2018.0,221,16400,COMPLEMENTO FAMILIAR,3000.0,3000.0,0.0
2018.0,2310,12000,RETRIB. BASICAS S.SOCIALES-A1,25099.43,24099.43,11744.3
2018.0,2310,12001,RETRIB. BASICAS S.SOCIALES-A2,61110.61,61110.61,39359.43
2018.0,2310,12003,RETRIB. BASICAS S.SOCIALES-C1,10215.97,10215.97,0.0
2018.0,2310,12004,RETRIB. BASICAS S.SOCIALES-C2,20677.64,20677.64,24432.21
2018.0,2310,12005,RETRIBUC. BASICAS S. SOCIALES-E,8936.14,8936.14,0.0
2018.0,2310,12100,COMPLEMENTO DESTINO S.SOCIALES,68551.97,53551.97,33928.59
2018.0,2310,12101,COMPLEMENTO ESPECIFICO S.SOCIALES,78782.78,63782.78,34184.65
2018.0,2310,13100,PERSONAL LABORAL TEMPORAL S.SOCIALES,178664.38,178664.38,184220.16
2018.0,2310,14300,OTRO PERSONAL FUNCIONARIO INTERINO,0.0,0.0,19428.2
2018.0,2310,15000,PRODUCTIVIDAD FUNCIONARIOS S.SOCIALES,10251.55,10251.55,1200.0
2018.0,2310,15001,PRODUCTIVIDAD LABORALES S.SOCIALES,5684.51,5684.51,18299.79
2018.0,2310,16000,SEGURIDAD SOCIAL FUNCIONARIOS S.SOCIALES,72160.49,51789.87,39486.51
2018.0,2310,16001,SEGURIDAD SOCIALES PERSONAL LABORAL S.SOCIALES,57527.28,57527.28,71136.8
2018.0,2310,21200,MTO. CENTROS SERVICIOS SOCIALES,500.0,500.0,1939.62
2018.0,2310,21300,MANTENIM. MAQUINARIA CENTRO SERV. SOC.,0.0,0.0,135.0
2018.0,2310,21400,MANTENIMIENTO VEHICULO CENTRO PSICOSOCIAL,700.0,700.0,2065.78
2018.0,2310,22000,MATERIAL OFICINA SERVICIOS SOCIALES,500.0,500.0,8.95
2018.0,2310,22100,ENERGIA ELECTRICA EDIFICIOS S.SOCIALES,24500.0,24500.0,19686.2
2018.0,2310,22105,"PROD. ALIMENTICIOS, ENVASES, COMIDA Y AGUA",2800.0,2800.0,1683.11
2018.0,2310,22601,ATENCIONES PROTOCOLARIAS CONCEJALIA SERV. SOC.,700.0,2217.02,1759.44
2018.0,2310,22602,CAMPAÑA PREVENC. ABSENTISMO Y ACOSO ESCOLAR,2000.0,2000.0,2029.38
2018.0,2310,22605,ITINERARIOS INFORM. Y ORIENTAC. INSERCCION SOCIAL,55000.0,55000.0,21077.08
2018.0,2310,22606,TALLERES OCUPACIONALES CENTRO ATT. PSICOSOCIAL,0.0,0.0,206.49
2018.0,2310,22609,ACTIVIDADES VOLUNTARIADO,5000.0,1832.98,1114.1
2018.0,2310,22697,TALLER TEATRO EN CENTRO TERAPEUT. LAS FLOTAS,0.0,1200.0,1200.0
2018.0,2310,22698,GASTOS DIVERSOS CENTRO ATENCION PSICOSOCIAL,0.0,0.0,944.39
2018.0,2310,22699,"ALOJAM. TEMPORAL, DECESOS Y OTR. GASTOS",2000.0,100.0,0.0
2018.0,2310,22700,LIMPIEZA EDIFICIOS S.SOCIALES,27951.6,27951.6,27951.6
2018.0,2310,22790,CONTRATO SERVICIO VOLUNTARIADO,19800.0,19800.0,18906.9
2018.0,2310,22791,CTO. SERVICIO ATENCION PSICOSOCIAL,100000.0,100000.0,95738.16
2018.0,2310,22792,CTO. SERVICIO AYUDA A DOMICILIO (S.A.D.),32400.0,32400.0,29031.52
2018.0,2310,22793,CTO. TELEASISTENCIA,32000.0,32000.0,32995.1
2018.0,2310,22794,CTO. SERV. AYUDA A DOMICILIO DEPENDENC. (SAAD),212704.0,212704.0,228479.01
2018.0,2310,22795,CTO. SERVICIO COMIDAS A DOMICILIO,12350.0,12350.0,8742.34
2018.0,2310,48002,"CONV. ""TALLER TEATRO"" C.T. LAS FLOTAS",1200.0,0.0,0.0
2018.0,2310,48003,PRESTACION APOYO FAMILIAR REINSERCION SOCIAL,90000.0,77610.0,45389.68
2018.0,2310,48004,PRESTACIONES A FAMILIAS CON MENORES,30000.0,40790.0,27811.55
2018.0,2310,48005,DESPLAZAMIENTO TRANSEUNTES C.A.D,500.0,500.0,0.0
2018.0,2310,48006,SUBVENCIONES ASOCIACIONES Y ONG`S,19000.0,22500.0,21864.55
2018.0,2310,48007,SUBVENCION CRUZ ROJA-AYUDAS URGENTE NECESIDAD 2017,35000.0,35000.0,35000.0
2018.0,2310,48008,AYUDAS PARA PALIAR EFECTOS POBREZA ENERGETICA,0.0,15051.0,15051.0
2018.0,2310,48009,AYUDAS PARA PALIAR LA POBREZA ENERGETICA 2018,0.0,15092.1,0.0
2018.0,2310,62500,EQUIPAMIENTO CENTRO SERVICIOS SOCIALES,3000.0,3000.0,2874.27
2018.0,2310,62501,EQUIPAMIENTO VIVIENDA COLECTIVA,2500.0,2500.0,0.0
2018.0,2311,13100,PERSONAL LABORAL TEMPORAL C.ATENCION TEMPRANA,32642.84,32642.84,32669.84
